Almonds,Amaranthus Leaves,Amla,Apple,Apple Ber,Apricot,Arugula,Ash Gourd,Asparagus,Avocado,Baby Corn,Banana,Banana Leaf,Banana Stem,Basil Leaves,Beans,Beetroot,Bell Pepper,Bitter Gourd,Blueberry,Bok Choy,Bottle Gourd,Brinjal,Brinjal (Bharta),Broad Beans,Broccoli,Cabbage,Capsicum,Carrot,Cauliflower,Celery,Cherry,Chilli,Chow Chow,Cluster Beans,Coccinea,Coconut,Colocasia,Combo,Coriander,Corn,Cowpea Beans,Cucumber,Curry Leaves,Custard Apple,Dates,Dill Leaves,Dragon Fruit,Dried Apricots,Drumstick,Fenugreek,Fig,Flower,Flower String,Flowers,Flowers & Greens,French Beans,Fruit,Gaath Gobhi,Garlic,Ginger,Gongura,Grapefruit,Grapes,Green Chana,Groundnut,Guava,Haricot Beans,Indian Pear,Ivy Gourd,Jackfruit,Java Plum,Kachalu,Kale Leaves,Karonda,Kiwi,Lady Finger,Leaf,Leafy Mix,Leaves,Leek,Lemon,Lemongrass,Lettuce,Litchi,Longan,Lotus Stem,Mango,Mint Leaves,Mix,Mushroom,Muskmelon,Neem Leaves,Neem Sticks,Nimbu Mirchi,Onion,Orange,Pak Choi,Papaya,Parsley,Peach,Pear,Peas,Pineapple,Plum,Pointed Gourd,Pomegranate,Potato,Pumpkin,Radish,Raw Banana,Raw Papaya,Ridge Gourd,Rosemary,Round Gourd,Salad,Sambhar Mix,Sapota,Snake Gourd,Spinach,Sponge Gourd,Spring Onion,Sprouts,Star Fruit,Stir Fry Mix,Strawberry,Sugarcane,Summer Squash,Sun Melon,Sweet Corn,Sweet Lime,Sweet Potato,Sweet Tamarind,Tapioca,Thyme,Tindli,Tomato,Turmeric,Watermelon,Wood Apple,Yam,Zucchini
0,11,56,96,0,0,5,0,0,1,36,125,0,0,20,355,234,0,348,6,2,523,542,0,12,33,375,530,391,297,19,7,615,0,173,0,146,345,0,498,58,0,878,126,0,7,0,22,3,89,0,0,0,0,0,0,17,0,0,329,495,0,5,110,0,5,1,0,0,249,0,0,0,6,0,35,526,0,0,0,4,209,18,103,0,2,94,162,212,0,114,139,0,0,62,935,44,0,69,19,14,11,206,19,6,242,37,940,260,0,80,1,88,1,31,13,0,64,0,256,101,198,102,0,0,0,0,103,33,80,24,40,4,0,0,0,1095,65,286,49,173,74
1,7,45,164,0,0,157,0,0,42,59,162,0,0,155,121,220,3,61,53,136,127,87,2,1,182,164,297,218,79,134,14,130,0,22,0,90,36,7,140,30,4,415,52,0,10,0,31,12,19,4,1,0,0,0,0,26,0,0,99,138,0,9,81,3,4,6,0,0,22,4,0,6,0,0,73,119,0,1,0,22,124,43,501,7,1,28,108,116,0,164,74,0,0,46,219,73,1,45,148,17,20,57,29,2,35,43,158,49,3,11,6,23,20,12,74,1,27,2,186,20,95,97,1,0,0,0,9,23,48,42,24,4,0,7,0,417,45,144,19,8,166
12,10,84,62,0,14,2,0,0,4,34,127,0,0,21,174,132,0,199,5,1,270,280,0,0,29,69,306,238,92,1,14,658,0,112,0,115,208,107,207,42,37,429,97,0,4,0,3,5,27,0,0,0,0,0,0,4,0,0,144,290,0,7,30,0,0,0,0,0,107,18,14,0,0,0,43,372,0,0,0,0,372,12,30,25,1,12,283,90,1,153,91,0,0,0,558,23,0,37,10,37,29,67,11,46,121,6,498,80,0,28,31,46,1,174,10,0,10,9,81,141,0,58,0,0,0,0,0,14,89,41,0,9,0,0,0,683,41,130,36,1,30
237,97,972,11459,0,214,47,85,5,293,633,10531,16,3,243,2833,3291,1,2286,878,45,4296,2829,25,177,1062,1945,5085,4096,2013,127,623,4886,15,815,177,8060,1493,441,4283,363,98,10073,1672,1,659,1,1967,256,663,364,137,2,18,70,38,149,98,64,2753,4323,9,321,7021,30,76,942,236,13,836,135,153,35,73,43,0,5384,4,0,30,4,4748,128,1138,792,158,140,6340,1784,41,2211,7351,1,4,370,8565,3951,6,4336,148,2071,1884,1297,1406,1729,1281,3249,6847,984,223,329,164,978,28,814,164,9,3120,129,2042,1130,552,2068,1,1,3,24,127,1035,1466,3097,332,285,9,7,10,10558,325,11092,744,177,553
294,1526,4853,17052,0,194,155,1498,123,224,3939,33633,119,69,1151,51024,23471,12,47960,423,152,84469,73305,279,5485,4566,36105,80006,53627,39449,481,729,94556,367,18874,7186,19158,30164,6394,75164,2279,2753,115915,24655,5,842,7,905,210,15685,6971,164,20,153,647,343,2063,204,1532,42263,64393,340,211,10744,291,242,1911,7253,19,19417,1337,309,526,119,372,5384,0,71,4,123,63,50162,1228,4756,1324,216,1205,27496,20266,55,25431,20838,30,29,2361,145752,3828,29,8834,997,2293,1869,19754,1402,1334,30782,3638,133184,18617,5685,4048,2514,21266,91,14426,471,134,4600,3730,31612,21565,6235,8917,0,8,11,86,1633,1426,11876,4005,2663,411,299,39,124,178746,2019,37806,1994,3204,2834
0,33,8,65,0,0,0,8,3,1,22,195,60,2,10,50,47,0,15,0,0,35,63,0,13,34,34,70,105,33,3,0,126,1,16,17,183,16,5,179,0,0,126,94,0,3,1,1,3,55,76,2,10,54,197,163,2,2,17,74,60,6,0,38,0,3,12,29,0,0,1,0,0,0,0,4,71,0,0,116,2,106,9,14,0,2,0,149,75,0,34,39,68,70,0,142,5,0,21,0,0,4,0,1,0,7,32,104,17,24,4,1,35,0,0,0,0,12,6,85,0,0,29,0,0,0,1,0,0,25,13,12,1,0,0,0,191,3,45,1,4,4
0,1,0,6,0,0,2,0,0,3,0,6,0,0,5,5,9,0,2,0,0,4,1,0,0,10,2,11,12,5,2,1,3,0,1,0,4,1,3,4,1,1,18,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,7,0,3,2,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,9,0,8,0,0,0,10,2,1,10,3,0,0,0,19,3,0,0,4,0,3,0,3,1,1,1,9,2,0,0,0,0,2,2,11,0,0,0,5,2,0,7,0,0,0,0,0,0,5,2,0,0,0,0,0,21,0,7,2,0,5
0,5,28,207,0,0,0,25,0,0,24,745,89,3,12,66,69,1,32,6,0,62,86,0,33,27,69,90,169,59,3,2,219,2,21,27,557,28,4,270,0,3,234,178,0,3,0,7,3,95,61,3,73,225,601,382,9,11,9,75,115,3,2,113,3,6,41,53,0,5,9,0,0,0,0,30,123,116,0,0,0,240,5,17,0,7,1,214,144,0,52,73,17,25,0,235,28,0,42,2,1,12,2,12,1,19,79,184,39,36,22,1,62,4,1,0,2,54,5,79,2,4,42,0,0,0,3,0,1,46,52,32,5,2,1,0,319,8,108,2,10,6
0,3,5,40,0,0,19,1,9,8,34,41,0,0,49,57,37,0,36,10,29,43,48,0,4,75,87,139,87,43,43,6,63,0,13,1,19,18,3,53,7,0,133,24,0,1,1,9,2,21,9,1,0,1,0,0,5,0,0,75,71,1,1,27,0,1,0,3,0,12,0,0,4,22,0,4,63,2,0,0,0,56,32,101,0,5,12,27,37,0,94,31,0,0,15,109,15,7,18,49,4,6,25,8,2,15,7,99,20,4,6,2,7,3,5,11,1,8,2,52,8,43,34,0,0,0,3,4,5,32,6,7,1,2,4,0,167,13,50,6,3,90
323,827,5169,13959,0,240,177,935,84,338,3198,27619,140,44,1584,23756,15933,15,17780,500,138,34899,28373,127,2028,3695,15884,44738,33851,15967,566,785,62507,177,6746,2549,18628,11987,4461,56062,2010,1044,80173,19989,6,698,4,820,185,6808,4219,165,27,232,712,422,664,223,760,30234,50246,205,305,8037,230,197,1606,3730,12,5941,944,263,209,124,372,4748,50162,106,9,240,56,0,1347,5359,1294,216,698,23156,21643,67,15279,14664,52,31,28,90505,3769,35,6054,1085,2282,1621,8983,1452,1333,10888,2907,71605,7786,2974,1988,1529,9103,115,7549,660,105,2959,1663,15912,8317,2806,8084,0,10,14,71,321,1206,9852,4080,1691,379,163,45,52,110185,1817,27733,1551,1400,2540
7,58,279,411,0,8,25,72,36,33,606,761,17,8,683,817,700,1,460,41,76,927,787,13,105,562,853,1676,1288,603,208,42,1504,5,277,120,635,316,106,1686,63,63,1945,923,0,37,2,88,13,447,226,22,2,10,39,25,63,13,24,934,1635,18,28,288,23,21,94,139,3,219,91,6,18,43,12,128,1228,9,0,5,32,1347,0,663,29,21,65,656,1051,0,916,500,1,2,30,2565,177,17,219,216,70,67,172,71,33,280,117,1907,303,121,86,66,323,73,124,60,12,121,76,776,168,372,449,0,1,0,12,43,49,608,145,186,30,15,41,7,2882,218,824,78,85,546
56,177,819,2738,0,41,490,113,34,456,2238,3987,10,7,1515,4225,4167,14,2027,391,307,3951,3079,37,222,4669,4807,12163,8047,3124,950,390,5551,23,850,198,2608,1318,510,6551,542,135,18084,2195,0,197,2,510,93,906,458,64,1,4,55,30,300,47,58,3657,4875,12,111,1804,73,38,356,326,3,810,227,33,103,501,30,1138,4756,14,8,17,101,5359,663,0,179,40,322,2872,3407,14,5058,2366,3,1,644,10937,1039,47,1249,1080,394,441,1257,464,242,1121,802,7360,1140,269,277,237,857,158,584,736,15,614,141,3752,792,1909,3137,0,2,0,16,327,367,3618,647,505,85,20,101,21,17374,495,4440,301,233,3044
332,49,147,1496,0,265,15,0,0,36,81,2116,0,0,71,649,445,0,507,97,9,932,786,3,3,48,256,1055,740,417,18,385,988,0,185,0,1290,372,170,857,207,60,1973,348,0,106,0,105,15,91,4,0,0,0,0,0,16,0,0,530,853,0,95,660,4,4,41,0,0,207,62,87,0,7,25,792,1324,0,0,0,0,1294,29,179,0,116,20,4216,279,23,502,2017,0,0,0,1921,440,0,574,22,921,378,347,180,967,353,17,1596,189,0,50,82,259,1,367,42,0,455,74,276,313,36,373,0,0,0,3,0,218,283,419,10,79,0,1,1,2469,70,2908,206,18,116
62,18,30,331,0,52,2,13,5,21,38,517,3,1,26,106,92,0,112,56,6,132,145,0,18,26,96,194,183,57,8,73,254,10,27,29,327,50,11,213,21,7,376,118,2,29,0,92,22,80,18,23,1,5,12,2,7,17,12,137,171,4,103,221,0,39,121,27,0,28,8,3,2,1,1,158,216,2,0,7,5,216,21,40,116,0,7,486,90,6,117,362,0,0,0,374,146,0,149,8,185,91,32,49,159,48,48,309,33,21,12,6,66,1,26,7,3,143,20,77,28,13,95,0,1,0,19,0,51,89,107,27,54,14,0,0,438,18,550,77,14,33
14,29,179,317,0,7,31,0,0,22,160,455,0,0,83,888,487,1,726,19,31,1244,980,3,35,142,626,1248,913,862,36,25,1015,0,351,0,370,804,31,993,130,17,1801,276,0,26,0,49,15,201,10,4,0,0,0,1,58,0,0,651,1026,0,10,248,7,2,16,0,0,316,40,4,94,28,12,140,1205,0,0,1,12,698,65,322,20,7,0,451,437,2,706,495,0,0,171,1804,168,0,197,66,76,49,413,43,47,361,111,1697,401,8,112,28,153,10,244,41,1,127,26,487,305,387,211,0,0,0,0,165,79,241,119,52,18,0,2,0,2287,108,676,92,142,225
621,653,2704,18744,0,585,124,572,37,412,1825,34853,146,45,978,12029,7817,9,11265,922,104,18572,16172,77,1112,2098,7913,21155,16534,8794,311,1278,26559,88,4242,1424,16732,6993,2269,26026,1580,725,38253,9006,2,1108,5,1311,275,4409,1877,214,45,218,654,416,486,288,316,12859,19936,128,466,12209,144,262,2087,1513,21,4004,937,586,162,108,283,6340,27496,149,10,214,27,23156,656,2872,4216,486,451,0,11751,103,8607,23277,57,90,593,42321,4844,17,7231,542,4472,3019,4852,1693,3140,6780,3460,35734,5314,1261,1468,1034,5416,69,4576,487,56,4720,1102,8631,5280,1738,5083,0,5,9,121,298,2047,5301,4370,1079,641,134,29,37,52358,966,36492,2451,1005,1524
93,537,3160,5169,0,52,93,801,55,119,1898,11297,131,50,1161,12964,9518,6,7762,213,82,14640,12407,60,1545,2177,8823,19748,21546,10038,492,218,32620,146,3778,2274,9373,5163,1862,61160,679,381,34103,16951,2,313,5,429,78,6227,4071,101,20,91,460,203,639,116,1002,13698,21596,270,89,3515,89,111,718,3412,0,2535,407,69,212,116,90,1784,20266,75,2,144,37,21643,1051,3407,279,90,437,11751,0,16,8172,5996,26,17,1484,37940,1603,27,3064,740,520,511,4028,631,271,3891,1609,29526,4462,2600,977,579,4965,129,2358,244,57,1775,989,14120,2917,2747,3477,1,4,4,47,648,436,5264,1643,1299,166,180,49,17,48292,1035,11079,799,1000,1339
0,1,7,101,0,1,0,1,1,1,2,198,0,0,2,14,28,0,13,8,0,24,23,0,2,9,19,46,43,19,0,13,65,0,6,6,126,8,22,47,5,2,97,22,0,15,0,4,2,9,4,1,0,1,2,3,7,18,1,30,43,0,2,57,0,3,18,3,0,5,5,4,0,0,1,41,55,0,1,0,0,67,0,14,23,6,2,103,16,0,20,57,0,0,0,82,26,1,186,4,20,19,8,49,21,12,20,62,14,5,1,4,9,0,10,55,2,24,3,22,6,0,93,0,4,0,4,0,4,11,14,3,3,1,0,0,130,2,161,3,0,5
144,448,1891,6032,0,91,230,504,128,265,7052,11351,54,24,1887,16053,8391,19,8624,339,300,16596,16188,82,1377,10073,10568,31961,21762,13387,437,421,21927,99,3423,1804,7073,6753,2295,21291,1040,619,29775,7576,3,377,6,591,132,4295,2347,113,14,63,258,129,844,107,481,13968,17024,95,108,3826,140,129,732,2480,1,3531,623,127,114,164,153,2211,25431,34,10,52,94,15279,916,5058,502,117,706,8607,8172,20,0,6146,17,10,1162,39891,1622,79,3176,868,893,815,6735,677,551,5618,1485,30708,4914,1623,1261,1081,4689,155,3042,462,59,1465,1039,11355,3475,3007,4267,0,14,4,45,413,611,8750,1454,1336,168,153,89,25,48734,817,11160,552,987,4412
462,363,1835,16329,0,414,112,367,37,256,1439,30093,39,28,608,9343,7003,5,8080,557,77,16270,11573,53,819,1802,6804,16775,12532,6992,219,708,18263,55,3338,862,14493,5558,960,16518,986,420,35772,5787,2,998,4,1699,253,2529,1460,306,13,86,264,181,436,255,263,9132,14699,72,320,14060,82,196,1983,1066,16,2963,542,173,139,74,91,7351,20838,39,3,73,31,14664,500,2366,2017,362,495,23277,5996,57,6146,0,19,11,958,31602,4974,18,11827,464,3728,2362,4230,1917,1960,4276,4018,25958,4148,1059,812,449,3892,52,3129,335,36,7114,699,6475,3744,1747,4869,2,5,6,106,547,4023,4202,4683,968,447,50,23,25,39019,732,60597,2463,717,1323
0,0,5,24,0,0,0,8,0,0,4,75,11,0,2,17,8,0,16,1,0,17,40,0,5,9,30,14,37,17,0,0,60,0,1,8,48,5,0,64,0,0,42,41,0,3,0,1,1,18,11,0,1,6,42,27,1,0,2,27,27,0,0,33,0,0,3,9,0,0,0,0,0,0,0,1,30,68,0,17,0,52,1,3,0,0,0,57,26,0,17,19,0,45,0,49,0,0,15,0,0,0,0,5,0,9,11,49,8,5,9,8,21,0,0,0,0,8,2,21,0,0,9,0,0,0,0,0,0,13,5,4,2,0,0,0,63,0,30,0,3,0
0,0,5,10,0,0,0,5,0,0,5,83,9,0,1,17,8,0,9,0,0,15,32,0,9,8,19,14,29,17,0,0,39,0,6,12,60,5,0,41,0,0,39,25,0,1,0,2,0,22,8,0,1,14,57,40,1,0,4,20,15,0,0,23,0,0,2,14,0,0,0,0,0,0,0,4,29,70,0,25,0,31,2,1,0,0,0,90,17,0,10,11,45,0,0,50,0,0,8,0,0,0,0,4,0,6,10,35,9,7,7,8,15,0,0,0,1,5,6,16,0,0,8,0,0,0,0,0,0,11,5,3,1,0,0,0,49,0,17,3,3,1
0,0,94,1060,0,0,40,0,0,21,167,1580,0,0,45,1691,903,0,877,54,16,2282,1208,0,0,518,1070,2472,2721,2533,13,1,3791,0,327,0,1205,752,0,3482,146,0,5149,92,0,96,0,84,17,186,0,0,0,0,0,0,326,0,0,1703,3310,0,0,1158,0,3,0,0,0,472,0,0,62,46,0,370,2361,0,0,0,15,28,30,644,0,0,171,593,1484,0,1162,958,0,0,0,4122,737,0,783,144,0,82,1213,136,0,230,502,4550,697,5,152,7,58,1,0,40,0,316,0,1040,236,570,491,0,0,0,0,235,122,482,340,283,28,0,0,0,5853,132,1869,127,99,267
465,1817,8148,26731,0,319,275,2064,179,446,7274,54835,264,114,2633,63927,35911,31,48910,773,298,94659,84809,295,5605,8364,49247,119480,86510,52668,1048,1137,178390,431,19447,7327,38547,34261,8204,136232,3580,2756,183905,45257,6,1698,19,1755,354,20260,9006,304,45,281,1181,635,2690,369,1876,109011,135683,485,368,17094,428,466,2880,9747,27,20436,2064,408,935,219,558,8565,145752,142,19,235,109,90505,2565,10937,1921,374,1804,42321,37940,82,39891,31602,49,50,4122,0,6304,85,12938,2243,3338,2695,28328,2318,2024,32079,5742,346742,24183,7011,4943,3355,22303,245,15242,977,228,7096,4299,41109,20420,11382,15733,1,17,10,161,2784,2457,21341,6410,4142,755,570,125,131,408558,3986,60276,3208,4797,5378
122,80,650,9457,0,151,75,36,6,210,382,8824,3,2,278,2310,2147,5,1631,550,45,3265,2093,19,121,763,1635,3680,3849,2194,159,380,3616,9,594,79,5027,1015,263,3395,302,89,7644,1108,1,408,0,749,176,575,241,66,4,21,67,39,199,58,27,2146,3422,6,377,6855,23,60,657,115,8,650,142,76,44,73,23,3951,3828,5,3,28,15,3769,177,1039,440,146,168,4844,1603,26,1622,4974,0,0,737,6304,0,3,2778,195,1136,1356,1227,989,844,1036,2977,5464,890,131,254,110,665,31,440,168,12,1892,99,1534,724,573,1312,0,4,3,26,196,806,834,3997,226,179,10,14,10,8269,275,8613,537,132,490
0,4,12,11,0,1,0,1,29,0,36,26,0,0,19,31,24,1,18,1,5,23,21,0,6,75,40,73,72,31,5,0,47,0,6,4,14,10,2,47,0,1,76,17,0,3,1,4,1,15,4,1,0,0,1,1,6,0,2,33,41,0,0,8,0,2,4,12,0,3,2,0,0,1,0,6,29,0,0,0,7,35,17,47,0,0,0,17,27,1,79,18,0,0,0,85,3,0,13,14,1,1,4,2,2,12,3,52,11,11,5,5,7,8,4,0,0,1,5,46,2,22,25,0,2,0,0,0,4,32,3,8,0,1,10,0,96,8,26,0,0,39
96,153,967,11171,0,95,38,296,15,123,821,17486,36,14,217,4844,4034,6,3194,303,37,7377,4806,25,531,1262,3493,6763,7782,4611,109,263,7735,52,1177,708,8130,1917,798,8292,319,141,14863,2581,7,608,6,760,130,1594,1045,198,8,50,181,117,328,259,191,4141,6391,48,139,7469,32,133,1503,879,12,1055,195,181,69,45,37,4336,8834,21,0,42,18,6054,219,1249,574,149,197,7231,3064,186,3176,11827,15,8,783,12938,2778,13,0,171,1090,1358,1845,1636,756,2068,3000,10913,1967,772,596,493,2051,16,807,178,18,4443,334,4067,1255,749,2284,0,2,5,74,261,1155,1891,2657,705,185,51,8,7,16208,338,19773,749,359,597
8,41,174,412,0,4,111,2,9,65,316,531,0,0,847,707,509,4,409,55,97,896,783,8,38,450,785,1732,991,626,420,57,1702,1,193,4,399,282,68,645,105,46,2113,574,0,21,0,84,15,178,50,11,0,1,2,3,58,1,2,1174,1309,1,21,337,16,8,34,11,0,195,67,8,19,148,10,148,997,0,4,2,49,1085,216,1080,22,8,66,542,740,4,868,464,0,0,144,2243,195,14,171,0,75,83,415,72,56,247,119,1809,214,36,78,30,159,108,130,120,2,81,33,398,173,369,302,0,0,0,0,47,66,428,107,46,15,0,64,4,3194,116,761,68,39,469
324,84,314,3063,0,614,25,0,0,94,191,3920,0,0,137,1194,808,0,1128,204,22,1657,1405,2,40,172,572,2007,1414,518,31,700,1828,2,372,2,2016,772,366,1463,251,79,4046,535,0,203,0,318,68,124,31,0,0,1,0,5,13,1,1,978,1620,0,231,1577,22,31,248,9,22,446,100,253,14,17,37,2071,2293,0,0,1,4,2282,70,394,921,185,76,4472,520,20,893,3728,0,0,0,3338,1136,1,1090,75,0,1199,520,385,3225,566,366,2693,377,4,74,61,342,4,732,93,2,1067,93,557,646,165,664,0,0,0,11,8,590,434,1036,30,145,2,2,3,4450,127,4856,430,45,241
114,52,237,5809,0,129,16,45,3,122,272,3912,4,5,119,1118,833,2,747,280,23,1558,1041,6,85,377,711,1746,1552,769,34,392,1446,14,337,60,1902,516,290,1270,159,64,3133,518,0,215,1,436,99,251,153,62,3,7,35,25,54,42,34,840,1343,3,158,2100,20,37,558,86,2,310,113,185,11,20,29,1884,1869,4,3,12,6,1621,67,441,378,91,49,3019,511,19,815,2362,0,0,82,2695,1356,1,1358,83,1199,0,433,344,1112,467,897,2234,373,86,162,100,421,13,387,70,9,767,91,631,402,150,612,0,0,4,8,26,451,432,867,127,86,8,7,6,3565,91,3152,201,55,298
73,179,999,3294,0,44,55,0,0,67,667,6121,0,0,264,14233,3869,0,6890,148,47,14064,12010,5,255,902,7517,18050,13709,11205,157,191,19421,0,2882,0,3542,5071,843,15912,882,291,23551,3765,0,237,0,252,43,1057,98,6,0,2,5,3,457,0,0,9275,13629,0,57,2997,0,15,100,0,0,3251,117,66,206,57,67,1297,19754,0,0,2,25,8983,172,1257,347,32,413,4852,4028,8,6735,4230,0,0,1213,28328,1227,4,1845,415,520,433,0,382,306,4692,887,26509,3258,36,721,176,1910,15,2199,151,7,1076,195,5476,3158,2478,1865,0,0,0,0,642,408,2749,772,181,97,0,5,5,37651,501,7416,449,514,761
42,42,297,1893,0,33,10,34,2,69,293,2403,5,7,95,825,935,1,633,176,17,1137,819,2,67,294,700,1500,1244,610,99,130,1401,5,211,55,1726,361,118,1254,117,27,2762,535,1,157,0,286,45,249,141,29,4,19,40,23,64,15,18,832,1234,2,86,1938,4,12,247,87,2,210,60,38,19,29,11,1406,1402,1,3,12,8,1452,71,464,180,49,43,1693,631,49,677,1917,5,4,136,2318,989,2,1636,72,385,344,382,0,262,294,828,1772,311,77,185,62,253,18,126,89,3,781,42,583,162,160,477,0,1,2,15,44,284,433,962,96,73,4,4,1,2734,117,3933,247,80,175
252,36,223,2451,0,471,16,0,0,77,122,2509,0,0,87,617,564,0,617,216,17,994,802,2,16,128,316,1127,776,374,22,643,1071,0,218,0,1378,420,262,715,176,75,2149,339,0,196,0,239,64,100,25,0,0,1,0,3,12,0,0,545,912,0,179,1304,16,18,186,2,13,223,74,253,6,2,46,1729,1334,0,1,1,2,1333,33,242,967,159,47,3140,271,21,551,1960,0,0,0,2024,844,2,756,56,3225,1112,306,262,0,327,263,1615,194,0,56,55,231,5,392,49,0,575,53,319,345,66,425,0,0,0,13,0,365,284,781,19,118,0,0,2,2648,76,2722,236,20,126
57,509,1473,4013,0,48,42,176,20,53,771,7334,22,5,291,12448,4450,4,15027,90,46,21533,19924,75,1314,751,7937,16956,11733,8673,132,158,21989,63,3662,772,3961,6625,1511,17743,651,1307,25810,4944,2,228,0,263,44,3114,948,23,6,33,82,77,353,25,113,10884,15434,19,62,2004,80,30,431,963,4,9478,371,71,242,35,121,1281,30782,7,1,19,15,10888,280,1121,353,48,361,6780,3891,12,5618,4276,9,6,230,32079,1036,12,2068,247,566,467,4692,294,327,0,774,33139,5346,732,1969,1410,7537,21,3850,120,24,1078,1242,8337,8024,2115,1585,1,0,2,17,642,312,2167,948,376,94,25,9,16,38491,696,8280,986,1137,849
3,41,653,10015,0,2,28,147,7,122,474,8166,35,10,127,2223,2535,0,1391,366,24,3012,1819,16,226,807,1759,3325,3869,2133,97,129,3616,22,546,295,4480,806,176,3791,182,47,6515,1390,2,432,2,620,157,849,569,128,19,64,191,101,181,292,101,2061,2965,18,69,5455,18,66,931,404,6,494,117,50,37,43,6,3249,3638,32,1,79,7,2907,117,802,17,48,111,3460,1609,20,1485,4018,11,10,502,5742,2977,3,3000,119,366,897,887,828,263,774,0,4740,785,366,326,109,833,15,175,74,12,1849,118,1882,464,471,1242,0,5,7,35,153,448,1051,2538,356,121,18,8,6,7422,170,6803,356,169,347
414,1479,6309,22086,0,257,206,1585,133,296,5489,46566,175,81,1811,57532,28822,21,43748,543,234,89459,80826,286,5009,6027,44942,98327,73299,52554,710,881,145505,387,17722,6254,30202,33085,6535,114575,3155,2786,148068,34433,4,1276,11,1339,277,16256,7533,191,25,244,949,598,2477,248,1588,77199,111457,287,269,14835,382,347,2241,8348,26,18917,1690,315,940,158,498,6847,133184,104,9,184,99,71605,1907,7360,1596,309,1697,35734,29526,62,30708,25958,49,35,4550,346742,5464,52,10913,1809,2693,2234,26509,1772,1615,33139,4740,0,23370,5931,4993,3422,20635,196,13840,680,167,6049,3834,35799,18860,9061,12064,1,13,6,128,2572,1999,17229,5282,4162,648,353,72,145,312319,3342,49348,2692,4212,3981
41,364,1241,3159,0,38,53,838,34,51,870,6182,56,30,332,9967,5558,2,8882,113,40,18027,14623,31,1245,1169,7796,14214,14175,7623,170,99,15462,134,3480,1309,4517,5975,876,14184,537,349,20698,4659,0,165,3,247,53,4097,1148,51,11,53,147,116,591,52,423,7586,12221,40,44,2237,8,45,311,1661,0,3586,254,31,260,49,80,984,18617,17,2,39,20,7786,303,1140,189,33,401,5314,4462,14,4914,4148,8,9,697,24183,890,11,1967,214,377,373,3258,311,194,5346,785,23370,0,1410,1247,1396,4344,16,2477,111,37,1032,1116,6779,3816,1684,1606,0,2,0,16,907,318,2349,778,1263,105,119,8,14,29686,598,7266,620,1450,1020
0,107,403,1262,0,0,0,488,25,9,452,2523,32,27,86,2842,3087,6,1868,18,5,3525,3950,37,1193,533,3231,3391,6278,2980,47,1,5181,174,1142,1488,1677,1020,249,6212,0,54,6557,2902,1,50,2,51,16,3243,1619,52,4,31,186,66,189,56,1046,2312,3137,70,11,781,18,53,338,2036,0,101,83,1,0,3,0,223,5685,24,0,36,4,2974,121,269,0,21,8,1261,2600,5,1623,1059,5,7,5,7011,131,11,772,36,4,86,36,77,0,732,366,5931,1410,0,313,366,2897,12,80,0,20,370,623,3119,39,104,657,0,1,2,11,0,12,1162,273,576,20,72,7,10,8946,77,1524,24,393,171
8,116,419,1076,0,13,12,178,4,21,382,1905,32,12,96,2345,1420,1,2198,32,17,3364,3138,23,412,226,1986,2519,2627,1574,28,28,3339,37,721,373,1382,1365,162,2532,150,267,3943,1506,0,60,0,86,14,1436,359,13,2,16,55,28,121,12,97,1814,2414,25,7,686,22,19,163,379,0,1343,177,17,80,11,28,329,4048,4,0,22,6,1988,86,277,50,12,112,1468,977,1,1261,812,9,7,152,4943,254,5,596,78,74,162,721,185,56,1969,326,4993,1247,313,0,708,1348,13,311,37,20,311,349,1250,616,358,384,1,0,0,9,94,85,632,315,304,22,46,4,13,5832,143,1506,197,651,210
18,111,244,657,0,18,12,157,10,22,260,1162,10,17,75,1420,994,2,1447,11,11,2110,2104,23,326,256,1201,1645,2451,1134,25,23,1961,39,306,400,742,672,241,1725,79,218,2571,787,0,36,1,38,8,867,299,8,3,17,44,27,72,11,92,1226,1757,8,19,250,15,12,126,504,0,468,101,21,1,6,31,164,2514,1,0,1,2,1529,66,237,82,6,28,1034,579,4,1081,449,8,8,7,3355,110,5,493,30,61,100,176,62,55,1410,109,3422,1396,366,708,0,1367,12,327,24,11,125,399,1005,325,56,249,0,0,0,7,1,27,449,251,262,15,32,2,4,3752,133,885,82,192,170
52,543,1158,3949,0,29,32,762,22,53,1019,6819,35,29,266,9315,5698,5,8603,71,26,16902,13139,58,2538,1100,7972,11573,12361,6893,105,103,15737,210,4147,3019,4489,4258,909,14811,338,639,18092,6496,3,175,3,204,52,5963,2726,88,6,71,287,162,427,53,1016,7416,10501,177,52,1939,67,70,658,3099,4,3232,344,41,88,23,46,978,21266,35,0,62,7,9103,323,857,259,66,153,5416,4965,9,4689,3892,21,15,58,22303,665,7,2051,159,342,421,1910,253,231,7537,833,20635,4344,2897,1348,1367,0,22,2483,82,36,1027,1679,7987,1784,945,1658,0,1,1,27,181,229,2730,963,951,78,89,12,45,28022,407,6286,500,918,672
